carID,brand,model,year,mileage,tax,mpg,engineSize,price,transmission,fuelType
16642,vw, Tiguan Allspace,2020,6000,145,38.7,2,32472,Semi-Auto,Diesel
14134,merc, X-CLASS,2018,3500,250,35.8,2.3,28490,Automatic,Diesel
14833,bmw, 7 Series,2019,101,145,41.5,3,48782,Semi-Auto,Diesel
16483,ford, Grand C-MAX,2017,62833,30,64.2,1.5,8450,Manual,Diesel
15368,skoda, Scala,2019,4990,145,49.6,1,15290,Manual,Petrol
19488,audi, A7,2014,42709,200,47.9,3,16800,Automatic,Diesel
17508,bmw, M6,2016,26642,555,28.5,4.4,35898,Semi-Auto,Petrol
16687,merc, GL Class,2014,23888,30,62.8,2.1,14499,Manual,Diesel
14436,skoda, Rapid,2017,39000,30,57.7,1.2,8690,Manual,Petrol
13832,vw, Arteon,2019,5043,145,47.1,2,25991,Automatic,Petrol
19565,hyundi, I40,2017,9225,145,65.7,1.7,11690,Manual,Diesel
14637,ford, Edge,2017,31000,145,48.7,2,19499,Automatic,Diesel
16104,vw, Scirocco,2016,41284,30,57.6,2,15000,Automatic,Diesel
14196,merc, CLS Class,2018,18559,145,48.7,2.9,33000,Semi-Auto,Diesel
18184,ford, Edge,2019,9685,145,37.2,2,29999,Semi-Auto,Diesel
19436,bmw, M4,2020,6,145,34,3,45990,Semi-Auto,Petrol
16734,merc, S Class,2015,8051,325,31.7,4.7,36499,Automatic,Petrol
18041,vw, California,2019,10080,260,29.1,2,57991,Automatic,Diesel
12456,vw, Tiguan Allspace,2020,5000,145,38.7,2,34250,Semi-Auto,Diesel
16105,audi, S4,2007,101000,555,20.3,4.2,5995,Manual,Petrol
14469,vw, Beetle,2015,48000,140,48.7,1.4,8990,Manual,Petrol
16393,audi, A7,2019,13502,150,47.1,2,31990,Semi-Auto,Diesel
16461,bmw, 7 Series,2014,59640,160,50.4,3,13840,Automatic,Diesel
12766,bmw, M4,2019,9244,145,32.5,3,44980,Semi-Auto,Petrol
14193,toyota, Prius,2016,31055,0,94.1,1.8,16890,Automatic,Hybrid
13374,merc, M Class,2014,50974,300,39.2,3,19495,Automatic,Diesel
12681,ford, Puma,2020,2548,150,50.4,1,20890,Manual,Petrol
13644,merc, SLK,2014,50027,145,56.5,2,11999,Semi-Auto,Diesel
14805,hyundi, I40,2015,41050,30,65.7,1.7,7480,Manual,Diesel
17498,bmw, 7 Series,2019,7606,145,44.8,3,50980,Semi-Auto,Diesel
16881,bmw, M4,2020,105,145,32.5,3,47950,Semi-Auto,Petrol
14208,bmw, X4,2020,11,145,37.2,3,44995,Semi-Auto,Diesel
17008,skoda, Roomster,2015,24600,125,60.1,1.6,7000,Manual,Diesel
14139,skoda, Rapid,2017,10000,150,57.7,1.2,8699,Manual,Petrol
18007,skoda, Scala,2019,1211,145,45.6,1.5,18000,Semi-Auto,Petrol
12582,ford, Grand C-MAX,2016,29592,30,64.2,1.5,9940,Manual,Diesel
17596,skoda, Yeti,2014,14569,160,44.8,1.2,11440,Semi-Auto,Petrol
12597,ford, Grand C-MAX,2016,59478,30,54.3,1,9351,Manual,Petrol
12909,vw, Scirocco,2016,25564,30,57.6,2,13661,Automatic,Diesel
16121,skoda, Scala,2020,1000,145,45.6,1.5,19999,Semi-Auto,Petrol
13975,hyundi, IX35,2013,34500,145,53.3,1.7,8200,Manual,Diesel
13855,hyundi, IX20,2017,7609,145,50.4,1.4,9670,Manual,Petrol
15427,ford, Galaxy,2013,45987,145,52.3,1.6,8790,Manual,Diesel
14349,toyota, Prius,2017,43960,0,94.1,1.8,17000,Automatic,Hybrid
18368,toyota, Verso,2017,17145,200,42.8,1.8,13495,Semi-Auto,Petrol
14237,audi, RS3,2015,49000,300,34.9,2.5,26795,Semi-Auto,Petrol
14445,ford, Tourneo Connect,2019,4605,145,61.4,1.5,19998,Manual,Diesel
16338,audi, R8,2007,39000,515,21,4.2,42992,Automatic,Petrol
13260,hyundi, I800,2019,1477,145,31.7,2.5,19998,Automatic,Diesel
18235,vw, Scirocco,2018,10416,145,55.4,2,19500,Manual,Diesel
18754,hyundi, IX20,2016,8648,125,50.4,1.4,8995,Manual,Petrol
16727,toyota, Prius,2009,57861,0,70.6,1.8,6850,Automatic,Hybrid
15222,merc, X-CLASS,2017,22500,260,35.8,2.3,29990,Automatic,Diesel
14687,merc, CLS Class,2016,39652,160,49.6,3,22450,Semi-Auto,Diesel
13907,hyundi, IX20,2017,9595,160,43.5,1.6,10298,Automatic,Petrol
15066,vw, Caddy Maxi Life,2018,9626,145,55.4,2,17499,Manual,Diesel
14509,hyundi, IX20,2015,42858,125,50.4,1.4,7295,Manual,Petrol
14470,toyota, Avensis,2014,51353,30,62.8,2,7485,Manual,Diesel
17145,ford, Grand C-MAX,2012,71848,200,40.9,1.6,5990,Manual,Petrol
16379,merc, GLS Class,2017,25605,145,37.2,3,39498,Automatic,Diesel
14195,vauxhall, Zafira Tourer,2017,15000,200,40.9,1.4,12200,Automatic,Petrol
14214,hyundi, I40,2019,10,145,52.3,1.6,19995,Manual,Diesel
19454,vw, Beetle,2015,32800,150,47.9,1.2,10950,Manual,Petrol
16231,skoda, Rapid,2013,53472,30,55.4,1.2,6295,Manual,Petrol
13735,toyota, Land Cruiser,2019,22845,150,30.1,2.8,42990,Semi-Auto,Diesel
16984,hyundi, IX35,2014,64021,145,53.3,1.7,6995,Manual,Diesel
16512,bmw, i3,2017,28169,0,470.8,0,23751,Automatic,Hybrid
16506,bmw, 6 Series,2019,6081,150,42.2,2,32785,Semi-Auto,Diesel
18750,merc, GLS Class,2016,42924,300,37.2,3,33000,Automatic,Diesel
18646,ford, Mustang,2019,756,150,22.6,5,42000,Semi-Auto,Petrol
13476,hyundi, Santa Fe,2019,6918,145,39.2,2.2,35995,Semi-Auto,Diesel
15774,toyota, Prius,2017,11996,0,94.1,1.8,19000,Automatic,Hybrid
14446,hyundi, I800,2019,14674,145,31.7,2.5,19000,Automatic,Diesel
17483,bmw, Z4,2019,3140,145,33.2,3,38156,Semi-Auto,Petrol
16892,toyota, Land Cruiser,2013,33000,325,34.9,3,25350,Automatic,Diesel
18670,ford, Grand C-MAX,2017,12124,30,64.2,1.5,11698,Manual,Diesel
16107,merc, CLA Class,2016,32150,20,67.3,2.1,18980,Automatic,Diesel
17203,merc, V Class,2016,21981,200,46.3,2.1,17998,Manual,Diesel
19591,hyundi, IX35,2013,91001,150,48.7,1.7,5698,Manual,Diesel
17954,vw, Arteon,2019,9000,145,47.1,2,23990,Automatic,Petrol
13124,vw, Caddy Maxi Life,2017,25810,125,58.9,2,15995,Manual,Diesel
13718,hyundi, IX35,2013,56726,150,48.7,1.7,6498,Manual,Diesel
16213,ford, Grand C-MAX,2017,15077,30,64.2,1.5,12500,Manual,Diesel
14319,bmw, X4,2019,15118,150,26.9,3,38000,Semi-Auto,Petrol
15679,hyundi, Santa Fe,2017,26800,145,47.1,2.2,18579,Manual,Diesel
16236,merc, V Class,2010,259000,540,30.7,3,6949,Automatic,Diesel
15923,merc, S Class,2018,5147,145,52.3,3,45842,Semi-Auto,Diesel
12217,merc, GL Class,2018,2880,145,56.5,2.1,20999,Automatic,Diesel
19148,hyundi, I40,2017,34328,145,67.3,1.7,10465,Manual,Diesel
15640,vauxhall, Zafira Tourer,2017,27629,200,42.2,1.4,10200,Manual,Petrol
19409,bmw, X4,2019,7555,145,40.9,3,47541,Automatic,Diesel
12649,hyundi, I40,2015,31979,30,65.7,1.7,8700,Manual,Diesel
13866,merc, S Class,2019,1257,145,34,4,87478,Semi-Auto,Petrol
12684,merc, GLS Class,2019,11663,145,37.2,3,47980,Automatic,Diesel
17879,vw, Caddy Maxi Life,2019,13857,145,54.3,2,18490,Semi-Auto,Diesel
15966,audi, A8,2017,15830,200,47.1,3,25999,Automatic,Diesel
18691,hyundi, IX35,2015,67648,145,54.3,1.7,7995,Manual,Diesel
19122,hyundi, I800,2018,33887,145,31.7,2.5,16299,Manual,Diesel
14103,toyota, Hilux,2020,5000,260,2.8,2.4,30500,Automatic,Diesel
17948,vw, Scirocco,2017,19804,145,47.1,2,15495,Manual,Petrol
19543,merc, CLS Class,2017,36402,160,51.4,3,22698,Semi-Auto,Diesel
18185,vw, Arteon,2019,13005,145,40.4,1.5,22995,Semi-Auto,Petrol
13190,merc, GL Class,2017,18345,145,67.3,2.1,19499,Automatic,Diesel
15235,hyundi, IX20,2013,35300,145,45.6,1.4,6000,Manual,Petrol
19628,skoda, Rapid,2019,12850,145,58.9,1,9545,Manual,Petrol
17664,vauxhall, Combo Life,2019,7000,145,53.3,1.5,13995,Manual,Diesel
12505,vw, CC,2014,72719,30,60.1,2,7627,Manual,Diesel
18180,hyundi, Getz,2007,90800,125,51.4,1.1,1295,Manual,Petrol
17592,vw, Shuttle,2018,19712,150,47.1,2,19498,Manual,Diesel
18847,bmw, 7 Series,2016,20619,145,54.3,3,29240,Semi-Auto,Diesel
18038,skoda, Rapid,2015,76160,0,67.3,1.6,6040,Manual,Diesel
18039,bmw, 8 Series,2019,10000,145,40.4,3,55980,Automatic,Diesel
12063,ford, Edge,2016,52000,200,47.9,2,17995,Manual,Diesel
12671,toyota, Prius,2017,36000,0,68.9,1.8,19995,Automatic,Hybrid
13824,toyota, Camry,2019,5059,135,52.3,2.5,27545,Automatic,Hybrid
12305,vw, Scirocco,2015,46463,125,53.3,2,11950,Semi-Auto,Diesel
17365,audi, RS4,2019,6000,145,29.1,2.9,60990,Automatic,Petrol
12669,bmw, M4,2019,4500,150,32.5,3,46950,Semi-Auto,Petrol
18737,bmw, 6 Series,2013,52635,160,49.6,3,17339,Automatic,Diesel
17985,audi, R8,2014,35000,570,21.9,5.2,58450,Automatic,Petrol
15736,vw, Arteon,2019,5107,150,62.8,2,24491,Semi-Auto,Diesel
14614,vauxhall, GTC,2015,54071,30,65.7,1.6,7990,Manual,Diesel
12633,merc, GL Class,2015,39775,125,55.4,2.1,15999,Automatic,Diesel
19016,skoda, Yeti,2016,29426,125,51.4,1.2,10350,Manual,Petrol
17331,bmw, 8 Series,2020,101,145,40.4,3,61995,Semi-Auto,Diesel
17983,vw, CC,2013,69811,30,60.1,2,7345,Manual,Diesel
12585,skoda, Rapid,2017,20795,20,57.7,1.2,8450,Manual,Petrol
14905,vw, Arteon,2019,15,145,36.2,2,26798,Semi-Auto,Petrol
17735,vauxhall, Zafira Tourer,2017,34416,200,40.9,1.4,10790,Automatic,Petrol
17107,hyundi, IX20,2019,3850,145,37.2,1.6,12490,Manual,Petrol
17545,vw, Scirocco,2016,35730,20,55.4,2,14290,Manual,Diesel
19350,skoda, Rapid,2017,40700,30,57.7,1.2,8750,Manual,Petrol
12608,merc, V Class,2019,4362,145,45.6,2.2,44410,Automatic,Diesel
16300,skoda, Scala,2019,200,145,45.6,1.5,16980,Automatic,Petrol
16017,bmw, Z4,2014,44027,200,41.5,2,13499,Automatic,Petrol
14067,hyundi, I800,2018,39010,145,37.7,2.5,13992,Manual,Diesel
17639,vw, Jetta,2016,34567,30,62.8,2,9466,Automatic,Diesel
18178,merc, M Class,2013,84413,205,44.8,2.1,14250,Semi-Auto,Diesel
13145,audi, A7,2018,6850,145,38.2,3,38995,Semi-Auto,Diesel
17393,vw, Arteon,2019,10,145,52.3,2,27498,Manual,Diesel
18292,bmw, M4,2020,17,150,32.5,3,48950,Semi-Auto,Petrol
16458,ford, Grand C-MAX,2011,64000,200,40.9,1.6,5490,Manual,Petrol
16843,toyota, Prius,2019,5278,135,61.4,1.8,23995,Automatic,Other
15576,audi, Q8,2020,2000,145,33.6,3,58000,Semi-Auto,Diesel
14163,hyundi, I800,2018,31007,145,31.7,2.5,15949,Manual,Diesel
12930,merc, GL Class,2017,14602,20,67.3,2.1,16995,Manual,Diesel
17876,ford, Galaxy,2013,52100,200,47.1,2,9795,Automatic,Diesel
12584,bmw, X6,2019,3000,145,26.4,3,64690,Automatic,Petrol
15909,ford, KA,2011,50425,30,57.7,1.2,3888,Manual,Petrol
14203,merc, GL Class,2017,47424,125,56.5,2.1,17999,Automatic,Diesel
14944,vauxhall, GTC,2015,31156,165,44.8,1.6,8495,Manual,Petrol
19028,toyota, Prius,2016,41487,0,85.6,1.8,17480,Automatic,Hybrid
14859,merc, CLS Class,2017,27354,160,49.6,3,23998,Semi-Auto,Diesel
15001,audi, A7,2017,40763,160,52.3,3,25790,Automatic,Diesel
14599,ford, KA,2015,42429,30,57.7,1.2,4670,Manual,Petrol
14696,bmw, X7,2019,7278,145,31.4,3,74480,Automatic,Diesel
13076,bmw, M2,2018,6120,150,29.1,3,39995,Semi-Auto,Petrol
18971,merc, V Class,2017,86000,145,44.8,2.1,29990,Automatic,Diesel
18890,merc, X-CLASS,2019,500,260,35.8,2.3,24945,Automatic,Diesel
16346,vw, CC,2016,43308,145,54.3,2,12890,Semi-Auto,Diesel
15653,vw, Arteon,2019,10000,145,50.4,2,30950,Automatic,Diesel
16764,merc, CLS Class,2012,46283,555,28.5,5.5,21749,Automatic,Petrol
16224,merc, CLS Class,2019,4011,145,47.9,2.9,43490,Automatic,Diesel
19183,toyota, Verso,2016,14103,205,41.5,1.6,11298,Manual,Petrol
16118,audi, RS6,2016,29000,325,29.4,4,44950,Automatic,Petrol
17732,toyota, Prius,2019,5000,135,217.3,1.8,28590,Automatic,Other
17515,hyundi, IX20,2015,23989,125,50.4,1.4,6495,Manual,Petrol
13007,toyota, Prius,2018,4623,135,85.6,1.8,21725,Automatic,Hybrid
12536,vw, Caravelle,2019,3800,145,33.6,2,41995,Semi-Auto,Diesel
18722,skoda, Rapid,2017,15300,20,60.1,1.2,8490,Manual,Petrol
17681,hyundi, IX20,2016,28221,30,64.2,1.6,7900,Manual,Diesel
18132,skoda, Scala,2019,10889,150,49.6,1,13995,Manual,Petrol
14556,vw, Caddy Life,2020,1724,145,47.9,2,16995,Manual,Diesel
17621,skoda, Scala,2019,7000,145,49.6,1,13495,Manual,Petrol
14123,skoda, Scala,2020,1000,145,49.6,1,15991,Manual,Petrol
14101,vw, Scirocco,2009,112000,265,37.2,2,5995,Automatic,Petrol
14692,ford, KA,2014,50452,30,57.7,1.2,3495,Manual,Petrol
17078,ford, Grand C-MAX,2018,1298,145,51.4,1.5,15999,Automatic,Diesel
19380,bmw, 6 Series,2016,45360,200,49.6,3,20999,Automatic,Diesel
16793,merc, X-CLASS,2019,16500,260,35.8,2.3,28000,Automatic,Diesel
14475,vw, Jetta,2015,59854,20,67.3,2,8498,Manual,Diesel
13988,vw, Beetle,2001,47729,330,32.5,2,2490,Manual,Petrol
12357,skoda, Yeti,2016,23858,125,51.4,1.2,10999,Semi-Auto,Petrol
15341,hyundi, IX35,2014,90000,145,53.3,1.7,7475,Manual,Diesel
13600,ford, Edge,2016,44224,160,48.7,2,18020,Automatic,Diesel
17570,toyota, Hilux,2018,14646,265,40.4,2.4,24575,Manual,Diesel
15998,vw, Beetle,2013,61410,125,57.6,2,7299,Manual,Diesel
16267,merc, S Class,2019,2983,145,52.3,3,55499,Automatic,Diesel
16265,vauxhall, Combo Life,2019,8541,145,42.2,1.2,13999,Manual,Petrol
18887,bmw, 6 Series,2013,62068,160,49.6,3,16199,Automatic,Diesel
13859,bmw, X4,2019,9793,145,42.8,2,38750,Automatic,Diesel
13753,audi, A8,2016,33620,160,49.6,3,21965,Semi-Auto,Diesel
14873,vw, Scirocco,2015,48870,20,55.4,2,10999,Manual,Diesel
13052,ford, KA,2010,90000,30,67.3,1.2,2995,Manual,Diesel
15621,ford, Edge,2016,11655,160,48.7,2,19400,Manual,Diesel
15594,ford, Galaxy,2007,89000,220,44.8,1.8,4195,Manual,Diesel
13044,vauxhall, Zafira Tourer,2017,28831,145,54.3,2,12999,Manual,Diesel
15253,skoda, Rapid,2016,52456,0,78.5,1.4,6991,Manual,Diesel
15630,vw, Scirocco,2016,41167,20,55.4,2,13500,Manual,Diesel
12014,merc, GLS Class,2020,3999,145,30.4,3,67480,Semi-Auto,Diesel
13752,vw, Caravelle,2019,100,145,33.6,2,50000,Semi-Auto,Diesel
16980,audi, A7,2019,933,145,45.6,2,41995,Semi-Auto,Diesel
18655,bmw, X4,2019,8098,145,42.8,2,34995,Semi-Auto,Diesel
17709,vw, Caddy Maxi Life,2019,63,150,46.3,2,18991,Automatic,Diesel
16991,vauxhall, Combo Life,2019,7487,145,53.3,1.5,13798,Manual,Diesel
19375,merc, GL Class,2016,30140,30,64.2,2.1,15999,Manual,Diesel
16390,hyundi, I40,2018,37653,150,60.1,1.7,13491,Manual,Diesel
18653,vw, Arteon,2020,2500,145,37.7,2,37500,Semi-Auto,Diesel
17560,audi, A8,2019,5904,145,50.4,3,39496,Semi-Auto,Diesel
12330,bmw, X6,2020,3200,145,34.9,3,52990,Semi-Auto,Diesel
15276,ford, Edge,2016,15727,160,48.7,2,18995,Semi-Auto,Diesel
13465,vw, Amarok,2017,69123,260,36.2,3,20999,Automatic,Diesel
12062,vw, Scirocco,2017,37975,125,58.9,2,15690,Semi-Auto,Diesel
14743,ford, Edge,2017,11841,145,48.7,2,18991,Manual,Diesel
15361,hyundi, Santa Fe,2019,2847,145,39.2,2.2,33999,Semi-Auto,Diesel
12706,vw, Caddy Life,2017,15860,145,56.5,2,19995,Manual,Petrol
17486,vw, Caravelle,2019,7801,150,32.8,2,47994,Semi-Auto,Diesel
15278,skoda, Yeti,2016,27684,125,51.4,1.2,13195,Semi-Auto,Petrol
13537,merc, V Class,2019,1350,145,36.2,2,45394,Automatic,Diesel
18922,vw, Arteon,2019,5000,145,47.1,2,31999,Automatic,Petrol
12801,skoda, Scala,2019,8121,145,54.3,1.6,17495,Semi-Auto,Diesel
16403,merc, GL Class,2016,53167,20,67.3,2.1,14499,Automatic,Diesel
17536,merc, V Class,2019,16,145,36.2,2,44980,Semi-Auto,Diesel
15428,vw, Caravelle,2015,68443,300,37.2,2,25990,Automatic,Diesel
17045,skoda, Scala,2020,55,145,47.1,1,19295,Semi-Auto,Petrol
19349,bmw, M4,2019,2373,145,34,3,45999,Semi-Auto,Petrol
15600,bmw, X6,2019,3455,150,34.9,3,52995,Semi-Auto,Diesel
19467,toyota, Avensis,2016,40149,20,67.3,1.6,7899,Manual,Diesel
15448,audi, RS3,2018,17515,145,34,2.5,36490,Automatic,Petrol
16035,skoda, Scala,2019,4266,145,49.6,1,14992,Manual,Petrol
17051,skoda, Kamiq,2020,10,145,52.3,1.6,23490,Automatic,Petrol
16564,hyundi, Santa Fe,2020,2500,145,39.2,2.2,34995,Automatic,Diesel
19161,bmw, X7,2020,5000,150,31.4,3,78000,Semi-Auto,Diesel
14228,bmw, X6,2016,44914,240,42.8,3,32950,Semi-Auto,Diesel
15324,vw, Shuttle,2019,10563,145,32.8,2,26990,Automatic,Diesel
17047,audi, RS3,2015,27000,300,34.9,2.5,27790,Automatic,Petrol
19391,bmw, 6 Series,2016,43483,200,49.6,3,20999,Automatic,Diesel
15335,merc, CLS Class,2015,68353,160,52.3,3,16750,Semi-Auto,Diesel
13022,bmw, 6 Series,2016,34000,200,49.6,3,20990,Automatic,Diesel
14160,bmw, X4,2018,17878,145,54.3,2,27800,Automatic,Diesel
16993,ford, KA,2014,40770,30,57.7,1.2,4340,Manual,Petrol
15545,toyota, Avensis,2017,9324,145,47.1,1.8,14454,Manual,Petrol
14775,merc, CLA Class,2016,70869,20,67.3,2.1,12400,Manual,Diesel
18021,bmw, 6 Series,2017,17942,145,32.1,4.4,27000,Automatic,Petrol
17707,merc, CLS Class,2019,2500,145,45.6,2,36890,Automatic,Diesel
15938,vw, CC,2011,74000,150,53.3,2,7440,Automatic,Diesel
17317,bmw, M2,2019,1287,145,29.1,3,45980,Semi-Auto,Petrol
12581,merc, CLS Class,2016,44753,125,57.7,2.1,17500,Automatic,Diesel
16759,hyundi, I800,2018,32420,145,28,2.5,15749,Automatic,Diesel
19262,merc, CLS Class,2016,41253,125,57.7,2.1,16957,Automatic,Diesel
18837,bmw, M4,2020,10,150,34,3,45488,Automatic,Petrol
12221,skoda, Yeti,2014,45505,145,55.4,2,8250,Manual,Diesel
14004,vw, Scirocco,2016,28722,160,44.1,2,13999,Automatic,Petrol
14710,bmw, 7 Series,2018,7123,145,52.3,3,42000,Semi-Auto,Diesel
15904,skoda, Kamiq,2019,3479,145,43.5,1.5,23001,Semi-Auto,Petrol
12786,ford, Galaxy,2019,2815,145,55.4,2,26950,Manual,Diesel
16927,skoda, Scala,2019,5410,145,45.6,1.5,16920,Semi-Auto,Petrol
13681,hyundi, IX35,2015,33153,145,53.3,1.7,8995,Manual,Diesel
18668,toyota, Verso,2016,7492,200,41.5,1.6,12995,Manual,Petrol
16162,hyundi, I800,2018,38330,150,37.7,2.5,15480,Manual,Diesel
15871,merc, CLS Class,2016,25313,160,51.4,3,21998,Semi-Auto,Diesel
12213,ford, Tourneo Connect,2016,42960,30,61.4,1.5,8998,Manual,Diesel
16830,ford, Fusion,2004,59300,200,42.8,1.4,1500,Automatic,Petrol
19198,merc, CLS Class,2018,11700,145,51.4,3,26682,Semi-Auto,Diesel
12916,merc, S Class,2005,75148,330,36.7,3.2,4990,Automatic,Diesel
14144,hyundi, Santa Fe,2016,14785,200,46.3,2.2,19797,Manual,Diesel
19002,vw, CC,2016,18229,160,44.8,1.4,11499,Manual,Petrol
18172,ford, Galaxy,2016,10121,145,52.3,2,19970,Semi-Auto,Diesel
17526,merc, X-CLASS,2019,7500,260,35.8,2.3,31000,Automatic,Diesel
15362,ford, Grand C-MAX,2018,19035,145,64.2,1.5,14999,Manual,Diesel
19426,ford, Edge,2017,15500,150,48.7,2,19995,Manual,Diesel
12541,skoda, Kamiq,2019,1001,145,45.6,1,20450,Semi-Auto,Petrol
15007,merc, CLS Class,2018,10677,145,48.7,2.9,33990,Semi-Auto,Diesel
15622,merc, S Class,2015,14158,200,47.9,3,27998,Semi-Auto,Diesel
13952,vauxhall, Antara,2013,55470,200,46.3,2.2,5995,Manual,Diesel
13332,toyota, Prius,2019,3754,135,217.3,1.8,29995,Automatic,Hybrid
17534,toyota, Verso,2015,88412,165,43.5,1.8,9291,Semi-Auto,Petrol
19609,bmw, Z4,2019,4401,145,33.2,3,43995,Automatic,Petrol
13164,toyota, Hilux,2019,7123,260,2.8,2.4,26500,Automatic,Diesel
14557,hyundi, I40,2016,15887,30,65.7,1.7,9700,Manual,Diesel
13973,bmw, M4,2016,800,300,34,3,39500,Automatic,Petrol
14093,bmw, 6 Series,2010,92642,260,40.9,3,8995,Automatic,Diesel
12722,vw, Tiguan Allspace,2019,6539,150,39.2,2,26990,Semi-Auto,Diesel
14822,ford, Mustang,2018,9268,145,23.5,5,30927,Automatic,Petrol
16608,toyota, Prius,2016,30125,0,94.1,1.8,16390,Automatic,Hybrid
13101,ford, KA,2014,33897,30,57.7,1.2,4591,Manual,Petrol
14546,audi, A8,2020,2000,145,39.2,3,48500,Semi-Auto,Diesel
12189,merc, CLS Class,2019,8697,145,31.7,3,68000,Semi-Auto,Petrol
18136,bmw, X4,2018,5000,145,40.4,3,36000,Semi-Auto,Diesel
13933,merc, GL Class,2016,11684,20,67.3,2.1,17299,Automatic,Diesel
16635,vauxhall, Combo Life,2019,1,145,50.4,1.5,20499,Automatic,Diesel
13378,merc, S Class,2019,1500,145,52.3,3,60399,Semi-Auto,Diesel
12612,audi, Q8,2019,10200,145,33.6,3,48022,Automatic,Diesel
18911,bmw, M5,2019,4200,150,26.9,4.4,62898,Semi-Auto,Petrol
17191,toyota, Avensis,2017,53675,150,47.1,1.8,11298,Manual,Petrol
14386,hyundi, IX35,2014,44205,260,41.5,2,9397,Automatic,Diesel
18474,bmw, M4,2020,700,145,34,3,50000,Semi-Auto,Petrol
14428,hyundi, IX35,2014,94870,145,53.3,1.7,6890,Manual,Diesel
15769,merc, S Class,2016,14000,555,28,5.5,57000,Automatic,Petrol
16254,toyota, Prius,2016,28126,0,94.1,1.8,17250,Automatic,Hybrid
18326,ford, Grand C-MAX,2017,10546,145,54.3,1,12450,Manual,Petrol
14281,merc, V Class,2017,2552,145,45.6,2.2,32499,Automatic,Diesel
15269,ford, Grand C-MAX,2017,12360,30,64.2,1.5,10998,Manual,Diesel
16033,vw, CC,2013,55518,145,53.3,2,8999,Semi-Auto,Diesel
17546,merc, SLK,2008,78954,300,34.4,1.8,5850,Automatic,Petrol
16192,bmw, M6,2016,19000,555,27.4,4.4,36995,Semi-Auto,Petrol
18024,merc, CLS Class,2019,7444,145,48.7,2.9,35980,Semi-Auto,Diesel
13769,toyota, Prius,2014,23523,0,134.5,1.8,15990,Automatic,Other
14095,hyundi, I40,2016,50820,20,67.3,1.7,8791,Manual,Diesel
17755,ford, Edge,2016,21843,160,48.7,2,19979,Semi-Auto,Diesel
13683,vw, Beetle,2014,41587,260,37.2,2,10410,Semi-Auto,Petrol
14316,vauxhall, Combo Life,2019,4144,145,42.2,1.2,15298,Manual,Petrol
13033,skoda, Scala,2019,1069,145,49.6,1,16495,Manual,Petrol
17961,toyota, Prius,2016,20500,0,85.6,1.8,21500,Automatic,Hybrid
13734,bmw, M4,2019,12000,145,34,3,40950,Semi-Auto,Petrol
15029,bmw, Z4,2006,114000,260,37.7,2,3595,Manual,Petrol
14294,vw, CC,2016,33017,30,60.1,2,10965,Manual,Diesel
14698,skoda, Kamiq,2019,2678,145,49.6,1,16895,Manual,Petrol
17010,vauxhall, Combo Life,2019,6690,145,53.3,1.5,13798,Manual,Diesel
13701,skoda, Scala,2019,2500,145,50.4,1,16000,Manual,Petrol
15138,ford, Grand Tourneo Connect,2017,41445,150,56.6,1.5,13699,Automatic,Diesel
14028,bmw, Z4,2019,9955,145,38.7,2,32450,Semi-Auto,Petrol
18526,toyota, Hilux,2017,11517,260,36.2,2.4,24748,Automatic,Diesel
15960,bmw, 7 Series,2017,27791,145,53.3,3,31250,Automatic,Diesel
14358,vw, Arteon,2019,4800,145,32.8,2,32850,Automatic,Petrol
14372,bmw, 7 Series,2016,34820,145,54.3,3,25750,Semi-Auto,Diesel
12026,merc, CLS Class,2016,54195,165,49.6,3,18900,Automatic,Diesel
17860,merc, SLK,2014,64130,145,56.5,2.1,10695,Automatic,Diesel
15310,merc, GLB Class,2020,50,145,46.3,2,37400,Automatic,Diesel
16952,vauxhall, Antara,2012,67686,235,44.1,2.2,5490,Manual,Diesel
13749,vw, Arteon,2019,2000,145,50.4,2,32391,Automatic,Diesel
18577,merc, V Class,2019,1478,145,45.6,2.2,48251,Automatic,Diesel
15767,skoda, Scala,2020,4500,145,50.4,1,17990,Manual,Petrol
13088,toyota, Hilux,2019,5190,260,2.8,2.4,20500,Manual,Diesel
19596,bmw, Z4,2019,8004,145,37.2,2,34980,Semi-Auto,Petrol
14668,merc, X-CLASS,2019,11479,260,35.8,2.3,22995,Automatic,Diesel
12037,ford, Galaxy,2018,42164,145,52.3,2,18999,Semi-Auto,Diesel
14892,ford, Galaxy,2017,41757,145,52.3,2,16599,Automatic,Diesel
13773,bmw, M5,2019,1501,145,24.1,4.4,73990,Automatic,Petrol
17324,merc, V Class,2017,32577,145,45.6,2.2,30998,Semi-Auto,Diesel
14816,bmw, 6 Series,2020,101,145,42.8,2,33490,Semi-Auto,Petrol
16040,hyundi, Santa Fe,2019,4721,145,39.8,2.2,29290,Semi-Auto,Diesel
15502,ford, Grand C-MAX,2016,15146,30,58.9,1.5,10495,Automatic,Diesel
14852,vauxhall, Combo Life,2019,8478,145,53.3,1.5,15441,Manual,Diesel
13802,skoda, Kamiq,2019,2000,145,47.1,1,19990,Manual,Petrol
15674,vw, Scirocco,2015,30212,125,37.2,1.4,9980,Manual,Petrol
15801,audi, R8,2014,19800,570,22.8,4.2,51990,Semi-Auto,Petrol
13669,vw, Scirocco,2016,34995,125,52.3,1.4,12200,Manual,Petrol
