carID,brand,model,year,mileage,tax,mpg,engineSize,price,transmission,fuelType
18666,toyota, Hilux,2019,18645,260,36.2,2.4,31198,Automatic,Diesel
13137,ford, Grand C-MAX,2016,13642,30,58.9,1.5,10500,Automatic,Diesel
12282,merc, GL Class,2015,51081,325,36.2,3,28975,Automatic,Diesel
18424,vw, Arteon,2018,20810,145,47.1,2,19998,Semi-Auto,Petrol
17441,bmw, X4,2017,37114,200,47.9,3,26191,Semi-Auto,Diesel
19241,vw, Beetle,2014,33391,30,65.7,1.6,7930,Manual,Diesel
12413,ford, KA,2011,64304,30,57.7,1.2,3000,Manual,Petrol
17112,bmw, 6 Series,2014,29178,160,50.4,3,16999,Automatic,Diesel
12799,audi, RS6,2017,17283,150,29.4,4,59900,Automatic,Petrol
12688,vauxhall, GTC,2016,26342,160,47.1,1.4,7190,Manual,Petrol
17821,vauxhall, Vivaro,2016,13000,160,49.6,1.6,13988,Manual,Diesel
12440,skoda, Yeti,2017,11000,125,51.4,1.2,14499,Semi-Auto,Petrol
17841,merc, V Class,2019,20578,145,46.3,2.1,17699,Manual,Diesel
12568,audi, A8,2006,104000,325,33.6,3,5595,Automatic,Diesel
17887,ford, Tourneo Custom,2017,41269,145,44.8,2,17998,Manual,Diesel
19610,vw, Amarok,2019,7500,265,28.3,3,37495,Automatic,Diesel
15390,vw, Arteon,2019,3000,145,40.4,1.5,27995,Semi-Auto,Petrol
15273,toyota, Hilux,2018,12276,265,36.2,2.4,21998,Automatic,Diesel
18352,merc, S Class,2019,3380,145,52.3,3,55890,Semi-Auto,Diesel
14977,hyundi, Santa Fe,2019,7119,145,39.2,2.2,32995,Semi-Auto,Diesel
13632,ford, Edge,2016,28043,160,48.7,2,18990,Manual,Diesel
17840,vauxhall, GTC,2017,67928,150,65.7,1.6,7298,Manual,Diesel
15060,hyundi, I800,2018,31312,145,31.7,0,15500,Manual,Diesel
13025,vw, Tiguan Allspace,2019,4487,145,46.3,2,24500,Manual,Diesel
18715,bmw, X7,2019,3003,145,33.6,3,64400,Semi-Auto,Diesel
16128,bmw, Z4,2014,31000,200,41.5,2,12490,Manual,Petrol
14045,toyota, Camry,2019,10732,135,52.3,2.5,25990,Automatic,Hybrid
15187,bmw, X4,2017,68689,145,54.3,2,18999,Automatic,Diesel
14062,toyota, PROACE VERSO,2019,10,145,40.4,2,25200,Manual,Diesel
14499,ford, Grand Tourneo Connect,2018,25546,145,61.4,1.5,12298,Manual,Diesel
12214,ford, Grand C-MAX,2017,38967,30,54.3,1,10500,Manual,Petrol
14733,merc, S Class,2019,1000,145,52.3,3,67109,Semi-Auto,Diesel
18877,audi, Q8,2019,5978,150,30.7,4,83995,Semi-Auto,Diesel
16823,merc, CLA Class,2013,66000,30,62.8,2.1,14400,Automatic,Diesel
13482,vauxhall, Combo Life,2019,4,145,42.2,1.2,13495,Manual,Petrol
17697,toyota, Prius,2016,10000,0,85.6,1.8,19500,Automatic,Hybrid
13483,toyota, Land Cruiser,2004,160000,325,31.4,3,5975,Automatic,Diesel
12900,hyundi, IX20,2016,4210,165,43.5,1.6,9500,Automatic,Petrol
12953,ford, Galaxy,2019,3802,145,54.3,2,28500,Semi-Auto,Diesel
14824,ford, Edge,2019,1521,145,37.2,2,32500,Semi-Auto,Diesel
14975,skoda, Yeti,2017,12000,145,51.4,1.2,12650,Automatic,Petrol
12707,toyota, Prius,2015,22447,0,68.9,1.8,19723,Automatic,Hybrid
12068,ford, Edge,2019,7999,145,37.2,2,29999,Semi-Auto,Diesel
18896,skoda, Scala,2019,430,145,47.1,1,16990,Semi-Auto,Petrol
17502,ford, Grand C-MAX,2017,32058,30,64.2,1.5,10200,Manual,Diesel
16765,hyundi, Santa Fe,2016,32696,200,46.3,2.2,15995,Manual,Diesel
14315,vw, Arteon,2017,30874,145,47.1,2,18700,Semi-Auto,Petrol
17579,toyota, Prius,2016,31182,0,85.6,1.8,17500,Automatic,Hybrid
16592,ford, Galaxy,2012,64237,235,39.2,1.6,7985,Manual,Petrol
18063,vw, Amarok,2019,5466,265,33.6,3,35995,Automatic,Diesel
17361,ford, Puma,2019,3068,145,50.4,1,19990,Manual,Petrol
15865,hyundi, Santa Fe,2018,10500,145,39.8,2.2,28490,Semi-Auto,Diesel
18909,vw, Arteon,2019,100,145,52.3,2,23950,Manual,Diesel
17625,hyundi, IX20,2015,21900,165,43.5,1.6,9990,Automatic,Petrol
13325,hyundi, Santa Fe,2017,16686,235,42.8,2.2,20999,Semi-Auto,Diesel
12883,vw, Beetle,2014,30323,150,55.4,2,12751,Manual,Diesel
14563,toyota, Verso,2017,24972,200,42.8,1.8,13495,Automatic,Petrol
17670,skoda, Kamiq,2020,2500,145,47.9,1,18299,Manual,Petrol
14584,vw, Scirocco,2016,32001,20,55.4,2,14698,Manual,Diesel
17106,hyundi, IX35,2015,47049,160,51.4,2,9398,Manual,Diesel
17722,skoda, Scala,2020,100,145,44.8,1.5,19480,Automatic,Petrol
19225,bmw, i3,2016,35446,0,470.8,0,16500,Automatic,Hybrid
12077,toyota, Land Cruiser,2017,34580,305,38.2,2.8,36450,Semi-Auto,Diesel
16153,toyota, Verso,2016,44098,30,62.8,1.6,9950,Manual,Diesel
17198,ford, Galaxy,2017,20999,125,56.5,2,19995,Manual,Diesel
12634,vw, Caravelle,2019,5434,145,33.6,2,42999,Semi-Auto,Diesel
18659,hyundi, IX35,2015,33910,200,41.5,1.6,9891,Manual,Petrol
12242,audi, R8,2013,19834,570,19.6,4.2,47995,Manual,Petrol
15810,toyota, Land Cruiser,2018,15191,150,38.2,2.8,41499,Automatic,Diesel
19056,vw, California,2019,6739,260,33.2,2,57991,Automatic,Diesel
16115,merc, SLK,2004,51566,325,30.7,2,4990,Manual,Petrol
14683,ford, Grand Tourneo Connect,2017,39494,30,64.2,1.5,13200,Manual,Diesel
19369,vauxhall, Antara,2014,62308,330,33.2,2.2,6580,Semi-Auto,Diesel
19145,vauxhall, Vivaro,2016,29652,160,50.4,1.6,12995,Manual,Diesel
14385,ford, Puma,2020,4998,145,50.4,1,20491,Manual,Petrol
18226,audi, RS4,2018,23996,145,32.1,2.9,49950,Automatic,Petrol
19233,ford, Galaxy,2019,9513,145,46.3,2,27700,Semi-Auto,Diesel
15071,merc, S Class,2018,2286,145,40.9,3,56000,Semi-Auto,Petrol
17626,vw, Scirocco,2016,13200,30,62.8,2,15499,Semi-Auto,Diesel
15279,ford, Edge,2017,15349,200,47.9,2,22099,Semi-Auto,Diesel
15068,skoda, Scala,2020,100,145,45.6,1.5,18545,Semi-Auto,Petrol
15729,toyota, GT86,2018,31231,150,36.2,2,18490,Manual,Petrol
14969,merc, X-CLASS,2018,7820,260,31.4,3,37495,Automatic,Diesel
13516,bmw, M3,2015,37249,300,34,3,34269,Semi-Auto,Petrol
13132,ford, KA,2016,17081,30,57.7,1.2,5990,Manual,Petrol
19268,ford, Grand C-MAX,2018,32038,145,64.2,1.5,11176,Manual,Diesel
14405,merc, CLA Class,2020,1000,145,44.8,1.3,29998,Automatic,Petrol
17032,merc, CLS Class,2016,23629,145,56.5,2.1,20699,Semi-Auto,Diesel
14132,ford, KA,2012,47000,30,57.7,1.2,4290,Manual,Petrol
15074,audi, A7,2017,38519,145,52.3,3,24500,Semi-Auto,Diesel
13739,bmw, 6 Series,2017,31328,145,51.4,3,26500,Automatic,Diesel
16990,vw, Jetta,2014,1,20,67.3,1.6,7985,Manual,Diesel
17917,ford, KA,2015,43544,30,57.7,1.2,4775,Manual,Petrol
14024,skoda, Kamiq,2019,1000,145,47.9,1,17150,Manual,Petrol
14252,merc, V Class,2017,33000,145,44.6,2.1,29950,Automatic,Diesel
13176,ford, Grand C-MAX,2016,27571,30,58.9,1.5,11390,Automatic,Diesel
17178,ford, Galaxy,2012,39653,235,39.2,1.6,8773,Manual,Petrol
15118,skoda, Scala,2019,2356,145,45.6,1.5,16000,Automatic,Petrol
13886,bmw, X4,2019,123,145,26.9,3,47480,Automatic,Petrol
19176,hyundi, IX20,2017,30458,150,50.4,1.4,8690,Manual,Petrol
14492,merc, CLS Class,2017,26747,145,51.4,3,23980,Semi-Auto,Diesel
15812,vw, Caravelle,2011,45000,325,34.4,2,22995,Automatic,Diesel
12195,vw, CC,2017,17955,125,58.9,2,15490,Semi-Auto,Diesel
19047,merc, GL Class,2016,54761,125,56.6,2.1,15750,Automatic,Diesel
16603,skoda, Scala,2019,3500,145,45.6,1.5,18500,Semi-Auto,Petrol
14491,bmw, X4,2019,2380,145,26.9,3,43500,Automatic,Petrol
15555,merc, SLK,2004,62744,325,30.7,2,4990,Automatic,Petrol
15426,merc, S Class,2010,38000,570,19.5,6.2,26990,Automatic,Petrol
12483,hyundi, Santa Fe,2017,30956,200,47.1,2.2,17995,Manual,Diesel
15728,toyota, Prius,2019,722,140,64.2,1.8,23998,Automatic,Hybrid
12922,ford, Galaxy,2019,2000,145,55.4,2,22950,Manual,Diesel
13038,vauxhall, Combo Life,2019,8001,150,53.3,1.5,14998,Manual,Diesel
12846,vw, Arteon,2019,25,145,50.4,2,26998,Semi-Auto,Diesel
12816,vw, Beetle,2016,65318,20,65.7,2,8690,Manual,Diesel
15601,ford, KA,2013,35708,30,57.7,1.2,3895,Manual,Petrol
14578,audi, S4,2018,29000,150,35.8,3,29995,Automatic,Petrol
16111,merc, S Class,2015,76000,200,48.7,3,22250,Automatic,Diesel
19395,merc, S Class,2001,108800,325,31.7,3.2,1695,Automatic,Diesel
18589,bmw, X4,2017,41543,150,54.3,2,22670,Automatic,Diesel
17096,vauxhall, Combo Life,2019,10048,145,53.3,1.5,13798,Manual,Diesel
17861,bmw, X4,2019,6170,145,40.9,3,39263,Semi-Auto,Diesel
19098,audi, A8,2018,4284,145,37.7,3,38500,Automatic,Petrol
13095,vw, Shuttle,2019,8605,150,32.8,2,29730,Semi-Auto,Diesel
18557,audi, Q8,2019,1000,145,32.8,3,67990,Automatic,Diesel
19059,merc, SLK,2016,29726,30,70.6,2,17480,Semi-Auto,Diesel
12308,vw, Caddy Maxi Life,2019,3818,145,46.3,2,19999,Semi-Auto,Diesel
13254,hyundi, I40,2019,30,145,54.3,1.6,16000,Manual,Diesel
13961,bmw, X4,2019,10910,150,42.8,2,42450,Semi-Auto,Diesel
18003,audi, S3,2016,42000,160,43.5,2,20950,Semi-Auto,Petrol
13271,skoda, Scala,2019,2900,145,49.6,1,14995,Manual,Petrol
16688,hyundi, IX20,2016,3000,160,43.5,1.6,9995,Automatic,Petrol
13056,hyundi, IX20,2017,27185,160,43.5,1.6,9690,Automatic,Petrol
19278,ford, KA,2014,24962,30,57.7,1.2,5399,Manual,Petrol
19209,ford, Edge,2018,8633,145,47.9,2,26995,Automatic,Diesel
14040,hyundi, IX35,2013,26454,145,48.7,1.7,8199,Manual,Diesel
19042,audi, SQ5,2017,24575,145,34,3,38950,Automatic,Petrol
17673,skoda, Kamiq,2020,1000,145,49.6,1,17495,Manual,Petrol
12824,vw, Caravelle,2019,2544,145,32.8,2,42900,Semi-Auto,Diesel
12205,vw, Tiguan Allspace,2019,4635,145,38.7,2,27989,Automatic,Diesel
15580,merc, V Class,2018,26276,145,46.3,2.1,19498,Manual,Diesel
16083,vauxhall, GTC,2015,49523,125,60.1,2,7627,Manual,Diesel
12808,ford, Grand Tourneo Connect,2017,9000,145,64.2,1.5,24500,Manual,Diesel
12484,vw, Beetle,2016,14382,165,43.5,2,14980,Manual,Petrol
19570,vauxhall, Antara,2015,65000,240,44.1,2.2,7000,Manual,Diesel
13205,hyundi, Getz,2007,57000,125,51.4,1.1,1995,Manual,Petrol
19629,ford, Edge,2017,9975,145,48.7,2,21333,Manual,Diesel
18124,ford, Edge,2018,11007,145,37.2,2,32000,Automatic,Diesel
19320,ford, Edge,2017,65853,160,48.7,2,16999,Manual,Diesel
19203,hyundi, IX35,2011,75617,145,48.7,1.7,5490,Manual,Diesel
14320,vw, Scirocco,2016,35692,20,55.4,2,12990,Manual,Diesel
17513,vw, Amarok,2018,35000,260,36.2,3,23500,Automatic,Diesel
18121,ford, Edge,2017,22017,160,48.7,2,18999,Manual,Diesel
16870,hyundi, I40,2019,30,145,54.3,1.6,16000,Manual,Diesel
18599,toyota, Hilux,2018,26411,265,40.4,2.4,18498,Manual,Diesel
18238,vw, Tiguan Allspace,2020,752,145,46.3,2,26950,Manual,Diesel
18804,vw, Caravelle,2019,9200,150,32.8,2,38500,Automatic,Diesel
17880,merc, CLS Class,2019,7038,145,47.9,2.9,42999,Semi-Auto,Diesel
12783,vauxhall, Combo Life,2019,9726,145,53.3,1.5,13798,Manual,Diesel
15695,vw, Scirocco,2015,50000,300,34.9,2,14990,Manual,Petrol
17499,vw, Arteon,2019,5807,145,44.1,2,24990,Semi-Auto,Diesel
18140,audi, A7,2016,40674,125,61.4,3,20200,Automatic,Diesel
17897,merc, CLS Class,2019,3354,145,48.7,2.9,38500,Semi-Auto,Diesel
12661,merc, V Class,2019,18603,145,48.7,2.1,20750,Automatic,Diesel
12739,hyundi, I800,2019,21457,145,31.7,2.5,16199,Manual,Diesel
15685,skoda, Yeti,2014,72500,150,55.4,2,6990,Manual,Diesel
16391,skoda, Rapid,2016,49000,30,58.9,1.4,7790,Semi-Auto,Petrol
17421,ford, KA,2010,38000,30,55.4,1.2,2999,Manual,Petrol
15724,merc, GL Class,2007,104000,570,28.8,3,7340,Automatic,Diesel
16143,bmw, M4,2019,1921,145,32.5,3,46000,Semi-Auto,Petrol
13162,skoda, Kamiq,2020,2500,145,43.5,1.5,21750,Semi-Auto,Petrol
18708,audi, A7,2014,61140,200,47.9,3,14086,Automatic,Diesel
13779,vw, Amarok,2016,41978,260,35.3,2,16500,Automatic,Diesel
18914,ford, Galaxy,2008,174000,220,44.8,1.8,3995,Manual,Diesel
15255,toyota, Prius,2016,37000,0,85.6,1.8,20000,Automatic,Hybrid
18592,toyota, Camry,2019,3000,135,52.3,2.5,26990,Automatic,Hybrid
19227,ford, Galaxy,2018,34350,145,56.5,2,17979,Manual,Diesel
14290,bmw, X4,2016,50944,205,47.9,3,21950,Semi-Auto,Diesel
16686,vw, Scirocco,2015,25751,125,52.3,1.4,12991,Manual,Petrol
12165,vauxhall, Combo Life,2019,2048,145,53.3,1.5,19995,Manual,Diesel
16576,bmw, 6 Series,2017,26000,145,49.6,3,24622,Automatic,Diesel
12592,ford, Tourneo Custom,2018,14292,145,32.5,2,20000,Manual,Diesel
16781,bmw, M4,2016,4550,300,33.2,3,76990,Automatic,Petrol
15245,vw, Scirocco,2016,28902,125,53.3,2,13800,Automatic,Diesel
13491,audi, A8,2018,2490,145,37.7,3,38990,Automatic,Petrol
15637,hyundi, IX20,2017,9760,150,64.2,1.6,8690,Manual,Diesel
13560,vauxhall, Antara,2013,53469,240,44.1,2.2,6999,Manual,Diesel
18508,ford, KA,2012,57500,30,57.7,1.2,4500,Manual,Petrol
14053,ford, Tourneo Custom,2018,2500,145,32.5,2,19995,Manual,Diesel
13005,merc, CLS Class,2019,5053,145,48.7,2.9,40532,Semi-Auto,Diesel
17665,merc, X-CLASS,2018,11366,265,31.4,3,33991,Automatic,Diesel
16930,merc, CLS Class,2011,88559,200,46.3,3,11995,Automatic,Diesel
14603,vauxhall, Combo Life,2019,8707,145,53.3,1.5,15393,Manual,Diesel
12416,skoda, Rapid,2018,15258,145,61.4,1,10895,Manual,Petrol
12030,toyota, Verso,2017,31756,145,62.8,1.6,11498,Manual,Diesel
14284,ford, Mustang,2017,12000,145,20.8,5,32990,Automatic,Petrol
17382,audi, A7,2014,69743,200,47.9,3,14840,Automatic,Diesel
19604,merc, CLK,2003,185000,330,17.8,4.3,3495,Automatic,Petrol
12724,vw, Caravelle,2020,1500,150,33.6,2,45990,Semi-Auto,Diesel
13616,hyundi, Santa Fe,2017,26306,205,47.1,2.2,19500,Manual,Diesel
13567,vw, Scirocco,2016,32628,20,55.4,2,15000,Manual,Diesel
13638,hyundi, IX35,2014,59247,145,53.3,1.7,7777,Manual,Diesel
17088,skoda, Kamiq,2019,1000,145,43.5,1.5,23999,Semi-Auto,Petrol
14541,ford, Edge,2017,43745,200,47.9,2,19303,Semi-Auto,Diesel
12188,hyundi, Santa Fe,2019,20,145,39.8,2.2,32489,Automatic,Diesel
16937,audi, Q8,2020,1500,145,32.8,3,61795,Semi-Auto,Diesel
18113,vw, Arteon,2017,32387,150,38.7,2,21469,Automatic,Petrol
14559,bmw, X6,2019,15,145,34.9,3,58900,Automatic,Diesel
18309,skoda, Kamiq,2019,10,145,44.1,1.5,20390,Semi-Auto,Petrol
13942,ford, Edge,2017,24151,145,48.7,2,20499,Manual,Diesel
15658,audi, RS3,2016,26930,300,34.9,2.5,29350,Semi-Auto,Petrol
17373,hyundi, Santa Fe,2019,2251,145,40.9,2.2,31680,Semi-Auto,Diesel
13538,bmw, 6 Series,2020,5,145,42.8,2,34490,Semi-Auto,Petrol
19025,skoda, Scala,2019,6000,145,45.6,1.5,16990,Semi-Auto,Petrol
16137,bmw, M4,2019,3452,150,34,3,53995,Semi-Auto,Petrol
12921,toyota, Avensis,2015,11653,30,62.8,2,10399,Manual,Diesel
14790,merc, X-CLASS,2019,22000,260,31.4,3,40990,Automatic,Diesel
12650,vauxhall, Agila,2013,31090,145,49.6,1.2,5990,Automatic,Petrol
17304,merc, S Class,2019,2772,145,52.3,3,48750,Automatic,Diesel
18131,merc, S Class,2019,6675,145,48.7,3,60849,Semi-Auto,Diesel
17885,merc, S Class,2016,27000,160,50.4,3,30000,Automatic,Diesel
17750,audi, A7,2011,64675,145,55.4,3,12999,Automatic,Diesel
18023,audi, Q8,2019,6000,145,32.8,3,61990,Automatic,Diesel
15139,merc, CLS Class,2016,35474,165,51.4,3,21498,Semi-Auto,Diesel
18416,merc, CLS Class,2018,3942,145,48.7,2.9,32950,Automatic,Diesel
15794,hyundi, IX20,2015,29000,125,50.4,1.4,7495,Manual,Petrol
16367,hyundi, IX20,2017,12704,145,50.4,1.4,9795,Manual,Petrol
18081,vauxhall, Combo Life,2019,6000,145,53.3,1.5,20890,Manual,Diesel
18294,vauxhall, Zafira Tourer,2016,51300,205,42.2,1.4,8999,Manual,Petrol
17706,vauxhall, GTC,2016,26397,165,47.1,1.4,9480,Manual,Petrol
18536,bmw, M5,2015,42932,555,28.5,4.4,24310,Semi-Auto,Petrol
16866,audi, A7,2015,13815,260,37.2,3,25990,Semi-Auto,Petrol
13641,bmw, i3,2017,32867,0,470.8,0.6,19300,Automatic,Other
16075,skoda, Yeti,2015,38900,200,48.7,2,10000,Manual,Diesel
14047,toyota, Prius,2017,3440,135,94.1,1.8,20995,Automatic,Hybrid
12491,toyota, IQ,2011,30000,20,58.9,1,5500,Automatic,Petrol
18771,bmw, 6 Series,2018,10250,145,49.6,3,28990,Semi-Auto,Diesel
12730,merc, S Class,2016,31210,200,47.9,3,28980,Semi-Auto,Diesel
14223,merc, S Class,2018,25000,150,52.3,2.9,39990,Automatic,Diesel
15643,bmw, M4,2015,35000,330,32.5,3,28995,Semi-Auto,Petrol
17413,bmw, 7 Series,2016,15143,160,52.3,3,33995,Semi-Auto,Diesel
18600,ford, Mustang,2018,5000,145,23.5,5,32000,Automatic,Petrol
12113,ford, Edge,2018,19364,145,47.9,2,25498,Semi-Auto,Diesel
12053,merc, CLA Class,2016,28916,20,67.3,2.1,20248,Automatic,Diesel
17827,ford, KA,2014,31423,30,57.7,1.2,4490,Manual,Petrol
16281,bmw, X6,2017,19924,145,25.4,4.4,48482,Semi-Auto,Petrol
13067,skoda, Rapid,2017,33558,150,58.9,1.4,8495,Semi-Auto,Petrol
16131,toyota, Land Cruiser,2004,143000,325,27.2,3,6450,Automatic,Diesel
17268,bmw, Z3,1997,49000,270,35.3,1.9,3950,Manual,Petrol
15215,bmw, X4,2016,25465,200,47.9,3,24000,Automatic,Diesel
18459,vw, Scirocco,2014,33705,145,50.4,2,12699,Semi-Auto,Diesel
12240,vw, Beetle,2017,30446,145,53.3,1.2,12240,Manual,Petrol
13888,vw, Beetle,2014,29699,125,57.6,2,7999,Manual,Diesel
16689,bmw, 6 Series,2005,84000,305,24.6,4.4,4995,Automatic,Petrol
12293,merc, SLK,2008,58000,330,29.7,3,7495,Automatic,Petrol
17345,ford, KA,2016,22280,30,57.7,1.2,5495,Manual,Petrol
16515,toyota, Prius,2018,43078,135,94.1,1.8,18990,Automatic,Hybrid
13946,hyundi, I800,2019,2269,145,31.7,2.5,22998,Manual,Diesel
14380,vw, Caravelle,2020,5000,145,34,2,50388,Automatic,Diesel
12269,hyundi, Santa Fe,2019,25,145,39.8,2.2,35495,Semi-Auto,Diesel
13801,vauxhall, Zafira Tourer,2016,32363,200,42.2,1.4,9999,Manual,Petrol
16621,audi, A7,2013,63000,200,47.9,3,14990,Automatic,Diesel
12408,skoda, Rapid,2017,22199,30,57.7,1.2,10800,Manual,Petrol
16874,vw, Arteon,2020,115,145,47.1,2,28990,Semi-Auto,Petrol
13637,ford, Galaxy,2017,28492,145,56.5,2,19289,Manual,Diesel
17428,hyundi, Santa Fe,2016,42812,235,42.2,2.2,15995,Automatic,Diesel
15474,skoda, Yeti,2013,59006,205,47.1,2,8000,Manual,Diesel
17935,toyota, GT86,2016,19987,260,36.2,2,13999,Manual,Petrol
12009,toyota, Supra,2019,1000,145,34.5,3,49991,Semi-Auto,Petrol
12667,vw, CC,2017,27000,125,58.9,2,14000,Automatic,Diesel
19542,merc, CLS Class,2014,42980,145,54.3,2.1,16990,Semi-Auto,Diesel
14324,bmw, X4,2018,10920,150,42.8,2,32000,Semi-Auto,Diesel
17396,vauxhall, Combo Life,2019,826,145,50.4,1.5,16130,Automatic,Diesel
13131,bmw, 7 Series,2016,21224,300,35.3,4.4,32990,Semi-Auto,Petrol
17713,merc, X-CLASS,2019,12402,260,35.8,2.3,24895,Automatic,Diesel
19334,ford, Edge,2019,16192,145,37.2,2,29999,Semi-Auto,Diesel
13141,bmw, X7,2020,4000,145,33.6,3,64999,Semi-Auto,Diesel
18590,hyundi, IX35,2014,70352,150,53.3,1.7,7599,Manual,Diesel
17531,merc, S Class,1999,34000,145,24.6,3.2,5995,Automatic,Petrol
17952,vw, Arteon,2017,18392,150,62.8,2,20431,Semi-Auto,Diesel
19575,vw, Arteon,2019,10,145,52.3,2,27498,Manual,Diesel
16276,merc, CLA Class,2017,20182,150,67.3,2.1,16850,Automatic,Diesel
16491,audi, A8,2019,755,145,39.2,3,47990,Automatic,Diesel
18149,skoda, Kamiq,2020,2000,145,52.3,1.6,21495,Semi-Auto,Diesel
13203,hyundi, IX20,2016,25969,125,50.4,1.4,7970,Manual,Petrol
16666,hyundi, Santa Fe,2019,1173,145,39.2,2.2,33900,Automatic,Diesel
18408,ford, KA,2015,36742,30,57.7,1.2,5295,Manual,Petrol
14117,hyundi, Santa Fe,2019,2390,145,39.2,2.2,32980,Semi-Auto,Diesel
13094,hyundi, Santa Fe,2017,28366,150,47.1,2.2,17400,Manual,Diesel
18786,ford, Grand C-MAX,2016,37799,30,58.9,1.5,9491,Semi-Auto,Diesel
16194,vw, Caravelle,2019,6565,145,33.6,2,39995,Semi-Auto,Diesel
14075,ford, Edge,2017,62124,160,48.7,2,15700,Manual,Diesel
19142,ford, Tourneo Connect,2015,88927,30,64.2,1.5,9998,Manual,Diesel
15577,merc, M Class,2012,54632,200,44.8,2.1,15299,Automatic,Diesel
19207,ford, Grand C-MAX,2017,14369,150,64.2,1.5,12950,Manual,Diesel
19089,hyundi, IX20,2016,2542,125,50.4,1.4,8495,Manual,Petrol
13818,ford, Grand C-MAX,2017,31399,30,64.2,1.5,10998,Manual,Diesel
15049,ford, Grand C-MAX,2017,22235,30,64.2,1.5,11000,Manual,Diesel
17987,hyundi, I800,2019,804,145,31.7,2.5,20000,Automatic,Diesel
14795,ford, Edge,2017,14143,150,47.9,2,22000,Semi-Auto,Diesel
18784,vw, Shuttle,2019,11542,150,32.8,2,26990,Semi-Auto,Diesel
18891,audi, RS6,2017,34926,325,29.4,4,57995,Semi-Auto,Petrol
14461,vw, Arteon,2019,1413,150,50.4,2,24989,Automatic,Other
18939,vw, Scirocco,2017,24784,20,67.3,2,14995,Manual,Diesel
15678,hyundi, Santa Fe,2016,30822,235,42.8,2.2,16995,Semi-Auto,Diesel
19039,merc, GL Class,2015,53789,125,56.5,2.1,16499,Automatic,Diesel
19114,vw, Amarok,2015,50114,260,35.3,2,15985,Manual,Diesel
18751,merc, GL Class,2015,41270,20,62.8,2.1,15299,Automatic,Diesel
14753,hyundi, IX20,2017,12836,145,50.4,1.4,9490,Manual,Petrol
15914,merc, SLK,2012,51703,145,56.5,2.1,10800,Automatic,Diesel
18885,ford, Grand C-MAX,2015,31221,165,48.7,2,10495,Semi-Auto,Diesel
17024,hyundi, Santa Fe,2019,10000,145,39.2,2.2,32149,Semi-Auto,Diesel
14520,vw, Arteon,2019,3000,150,50.4,2,29998,Semi-Auto,Diesel
19344,vw, Tiguan Allspace,2019,15856,150,38.7,2,28950,Automatic,Diesel
17282,vw, Scirocco,2018,23548,145,44.1,2,20353,Semi-Auto,Petrol
14989,ford, Tourneo Custom,2018,13306,145,32.5,2,20000,Manual,Diesel
14593,bmw, X4,2016,57000,205,47.1,3,22490,Automatic,Diesel
12202,ford, Edge,2017,19552,200,47.9,2,22500,Semi-Auto,Diesel
14376,vw, Tiguan Allspace,2019,8963,145,39.2,2,32990,Automatic,Diesel
14202,skoda, Yeti,2014,32078,160,46.3,1.2,8199,Manual,Petrol
14378,audi, A8,2015,46558,200,47.9,3,18950,Automatic,Diesel
18871,skoda, Yeti,2017,36078,30,62.8,2,10500,Manual,Diesel
18035,vauxhall, Zafira Tourer,2013,121349,235,39.2,1.8,3750,Manual,Petrol
13053,toyota, Verso,2017,44896,200,41.5,1.6,12200,Manual,Petrol
18125,hyundi, IX20,2017,12417,125,50.4,1.4,8940,Manual,Petrol
19159,toyota, GT86,2015,38126,260,36.2,2,13991,Manual,Petrol
18111,skoda, Yeti,2015,48870,200,48.7,2,9995,Manual,Diesel
17431,ford, KA,2014,57533,30,57.7,1.2,4199,Manual,Petrol
18277,audi, RS5,2019,9108,145,29.7,2.9,55450,Automatic,Petrol
19326,bmw, M4,2018,8797,145,34,3,39792,Semi-Auto,Petrol
12806,ford, Edge,2017,18968,160,48.7,2,18950,Manual,Diesel
15564,bmw, X6,2019,5000,145,26.4,3,58988,Automatic,Petrol
19525,skoda, Kamiq,2020,2046,145,47.1,1.5,18499,Manual,Petrol
18501,merc, GLS Class,2018,8963,145,37.2,3,43999,Semi-Auto,Diesel
16634,merc, S Class,2016,44072,200,47.9,3,25498,Semi-Auto,Diesel
13803,merc, CLS Class,2017,65700,125,57.7,2.1,17495,Semi-Auto,Diesel
18284,ford, Grand C-MAX,2017,12054,30,54.3,1,11240,Manual,Petrol
19140,bmw, X4,2016,24881,145,54.3,2,22750,Automatic,Diesel
12674,vw, Beetle,2015,37944,145,55.4,2,11000,Manual,Diesel
12281,ford, Galaxy,2019,600,145,43.5,2,23950,Automatic,Diesel
15802,vw, Scirocco,2017,25018,145,47.1,2,16291,Manual,Petrol
13259,vauxhall, Combo Life,2019,10098,145,53.3,1.5,13798,Manual,Diesel
15635,ford, Tourneo Custom,2017,32315,145,44.1,2,22000,Manual,Diesel
17052,toyota, Prius,2019,4092,140,61.4,1.8,24395,Automatic,Other
12885,toyota, Hilux,2016,55883,260,32.8,3,15498,Automatic,Diesel
14213,ford, Puma,2020,3073,145,50.4,1,20891,Manual,Petrol
19119,bmw, 6 Series,2016,19411,260,37.2,3,21485,Automatic,Petrol
15525,skoda, Kamiq,2020,4000,145,44.1,1.5,20499,Semi-Auto,Petrol
12837,ford, Puma,2019,578,145,50.4,1,22000,Manual,Petrol
